artifact,field_or_claim,canonical_source,generating_code,config_sha256,code_revision,command,environment,input_hashes,output_sha256,verified_utc
results/diagnostics/surface_radiation_context.csv,entire generated artifact,01f9f9939b09b92e2a0ea3eeb1cfae6e9c2212ea70a61eb83d66d836a669c9d5,scripts/run_physical_diagnostics.py,8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1,35ca1236f57a2b672f3b7f725be801fb59e043fe,make physical-diagnostics,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/model.yml=8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1;data/metadata/data_snapshots.csv=5e1dcf544e0d5375964b25fa2ab20d79fe85bd0e9ea09260693d975f50a46579;data/processed/analysis_cube_2023.nc=c0593448a6f9009eccf523caa96c451b07dc4c38bd65abdb3ce2db63d7a7c6fc,89d5f204adc15d491af32aa71dd7ef3593ec117ab4141c28fd09daa624d533bf,2026-09-25T05:21:38+00:00
results/diagnostics/synthetic_validation.csv,entire generated artifact,01f9f9939b09b92e2a0ea3eeb1cfae6e9c2212ea70a61eb83d66d836a669c9d5,scripts/validate_extended_analysis.py,8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1,35ca1236f57a2b672f3b7f725be801fb59e043fe,make validate-analysis,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/model.yml=8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1;data/metadata/data_snapshots.csv=5e1dcf544e0d5375964b25fa2ab20d79fe85bd0e9ea09260693d975f50a46579;data/processed/analysis_cube_2023.nc=c0593448a6f9009eccf523caa96c451b07dc4c38bd65abdb3ce2db63d7a7c6fc,f0b31ea29a4b29fa04a9fcbcfe104176fbda9d53f9428a5eeda2bd6a4d19ad78,2026-09-25T05:21:38+00:00
results/diagnostics/wind_trajectory_7d.csv,entire generated artifact,01f9f9939b09b92e2a0ea3eeb1cfae6e9c2212ea70a61eb83d66d836a669c9d5,scripts/run_physical_diagnostics.py,8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1,35ca1236f57a2b672f3b7f725be801fb59e043fe,make physical-diagnostics,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/model.yml=8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1;data/metadata/data_snapshots.csv=5e1dcf544e0d5375964b25fa2ab20d79fe85bd0e9ea09260693d975f50a46579;data/processed/analysis_cube_2023.nc=c0593448a6f9009eccf523caa96c451b07dc4c38bd65abdb3ce2db63d7a7c6fc,2c9215b3ac59a0119730c029ea0b1bb45397b9210a5c41a5d31acff89094ac07,2026-09-25T05:21:38+00:00
results/dispatch/finite_dispatch_metadata.json,entire generated artifact,32d2b9b97d0c486ec72ba410880ba57761f0491c66217b6a5e5db6896a32e8b4,scripts/run_finite_dispatch.py,dd8c346ba42e23350154c3aed26bfe1b5b258cf2eacee604caef9faafac40c9a,35ca1236f57a2b672f3b7f725be801fb59e043fe,make finite-dispatch,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/finite_dispatch.yml=dd8c346ba42e23350154c3aed26bfe1b5b258cf2eacee604caef9faafac40c9a;data/metadata/technology_parameters.csv=82e13d226cd64c909573a8ca50d500ca28e299a3787e9999396c51e621b259fa;data/raw/real_heat_cases/frontier_figshare_v4_20260924T115656Z/frontier_hpc_facility_data_v4.xlsx=56a48dd66382896890dfc2e4940ec90f894bb85795ee8e85ea2708dda05796bf,5316c7878d5e1f1e9ca3be80f6b0a4e7aeba10400dc329b9d9174b26cb9a6fd8,2026-09-25T05:21:38+00:00
results/dispatch/finite_dispatch_summary.csv,entire generated artifact,32d2b9b97d0c486ec72ba410880ba57761f0491c66217b6a5e5db6896a32e8b4,scripts/run_finite_dispatch.py,dd8c346ba42e23350154c3aed26bfe1b5b258cf2eacee604caef9faafac40c9a,35ca1236f57a2b672f3b7f725be801fb59e043fe,make finite-dispatch,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/finite_dispatch.yml=dd8c346ba42e23350154c3aed26bfe1b5b258cf2eacee604caef9faafac40c9a;data/metadata/technology_parameters.csv=82e13d226cd64c909573a8ca50d500ca28e299a3787e9999396c51e621b259fa;data/raw/real_heat_cases/frontier_figshare_v4_20260924T115656Z/frontier_hpc_facility_data_v4.xlsx=56a48dd66382896890dfc2e4940ec90f894bb85795ee8e85ea2708dda05796bf,8ae7bd21686b5cbfa9dea1f04c5bdf19624999a721e99b3e89e23fdabd208ebf,2026-09-25T05:21:38+00:00
results/dispatch/finite_dispatch_timeseries.csv.gz,entire generated artifact,32d2b9b97d0c486ec72ba410880ba57761f0491c66217b6a5e5db6896a32e8b4,scripts/run_finite_dispatch.py,dd8c346ba42e23350154c3aed26bfe1b5b258cf2eacee604caef9faafac40c9a,35ca1236f57a2b672f3b7f725be801fb59e043fe,make finite-dispatch,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/finite_dispatch.yml=dd8c346ba42e23350154c3aed26bfe1b5b258cf2eacee604caef9faafac40c9a;data/metadata/technology_parameters.csv=82e13d226cd64c909573a8ca50d500ca28e299a3787e9999396c51e621b259fa;data/raw/real_heat_cases/frontier_figshare_v4_20260924T115656Z/frontier_hpc_facility_data_v4.xlsx=56a48dd66382896890dfc2e4940ec90f894bb85795ee8e85ea2708dda05796bf,726f29bd6c81eec06eece31fe3111534628ca2abb61ee46173b05329cc037406,2026-09-25T05:21:38+00:00
results/figures/figure_1_framework.png,entire generated artifact,147d62b980e84d22b509ad1ad21752f88862cee94e3f69746195876d2b662a32,scripts/make_analysis_figures.py,8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1,35ca1236f57a2b672f3b7f725be801fb59e043fe,make figures,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/model.yml=8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1;results/canonical/finite_q_sensitivity.csv=56dcd9ae68e16c8939195e3a1d89274467192685b9aec8a84f86a240bde46c88;results/canonical/matched_event_allocations.csv=1721c3be6e249a678fcf4e5a6d42d1f85118ce7c0cb670ef17f0da5346ff4b78;results/canonical/natural_redistribution_summary.csv=9d32dd46ce6d41c9c417cfb990ab08a35b443306aaa5b82cae1933a2128b47b1;results/canonical/one_unit_allocations.csv=b6277c4652dd4601e1a8ddd959f38621eef393d3216010f9a1ff87ce18f806cd;results/canonical/safety_ablation.csv=7f822eaa7c10e0fe9bbe8ce09a3bca12bc4de4aad82fae5d6d8c6e9db5f9744a;results/canonical/seasonal_day_night_summary.csv=7418ebe2c0b6020d94bc5bba9bfd76af79c123211bdbf75761a24e24b148208d;results/canonical/source_hotspot_robustness.csv=e1c561bee217c38f9db1984230e3565d62d2c3100be950379ed4435c9dca0d16;results/diagnostics/extended_analysis_validation.csv=c8a8e44d082ddbbbe24f6f1b86d8c57eb18f7f375238064b9dee4c19b69272a9;results/diagnostics/global_analysis_validation.csv=2feaa356dc49914f35414c79440b2e9705892424bab5f95cbe64bc3ce160f899;results/diagnostics/surface_radiation_context.csv=89d5f204adc15d491af32aa71dd7ef3593ec117ab4141c28fd09daa624d533bf;results/diagnostics/synthetic_validation.csv=f0b31ea29a4b29fa04a9fcbcfe104176fbda9d53f9428a5eeda2bd6a4d19ad78;results/diagnostics/wind_trajectory_7d.csv=2c9215b3ac59a0119730c029ea0b1bb45397b9210a5c41a5d31acff89094ac07,fcc38e922f65af6e246497252171e5b316d130da107f81b2a1d02561f5fadc27,2026-09-25T05:21:38+00:00
results/figures/figure_1_framework.svg,entire generated artifact,147d62b980e84d22b509ad1ad21752f88862cee94e3f69746195876d2b662a32,scripts/make_analysis_figures.py,8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1,35ca1236f57a2b672f3b7f725be801fb59e043fe,make figures,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/model.yml=8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1;results/canonical/finite_q_sensitivity.csv=56dcd9ae68e16c8939195e3a1d89274467192685b9aec8a84f86a240bde46c88;results/canonical/matched_event_allocations.csv=1721c3be6e249a678fcf4e5a6d42d1f85118ce7c0cb670ef17f0da5346ff4b78;results/canonical/natural_redistribution_summary.csv=9d32dd46ce6d41c9c417cfb990ab08a35b443306aaa5b82cae1933a2128b47b1;results/canonical/one_unit_allocations.csv=b6277c4652dd4601e1a8ddd959f38621eef393d3216010f9a1ff87ce18f806cd;results/canonical/safety_ablation.csv=7f822eaa7c10e0fe9bbe8ce09a3bca12bc4de4aad82fae5d6d8c6e9db5f9744a;results/canonical/seasonal_day_night_summary.csv=7418ebe2c0b6020d94bc5bba9bfd76af79c123211bdbf75761a24e24b148208d;results/canonical/source_hotspot_robustness.csv=e1c561bee217c38f9db1984230e3565d62d2c3100be950379ed4435c9dca0d16;results/diagnostics/extended_analysis_validation.csv=c8a8e44d082ddbbbe24f6f1b86d8c57eb18f7f375238064b9dee4c19b69272a9;results/diagnostics/global_analysis_validation.csv=2feaa356dc49914f35414c79440b2e9705892424bab5f95cbe64bc3ce160f899;results/diagnostics/surface_radiation_context.csv=89d5f204adc15d491af32aa71dd7ef3593ec117ab4141c28fd09daa624d533bf;results/diagnostics/synthetic_validation.csv=f0b31ea29a4b29fa04a9fcbcfe104176fbda9d53f9428a5eeda2bd6a4d19ad78;results/diagnostics/wind_trajectory_7d.csv=2c9215b3ac59a0119730c029ea0b1bb45397b9210a5c41a5d31acff89094ac07,fbefd7d896b696aad3021196699c6c14553afe555a110f697eddb5b9acd2f5f0,2026-09-25T05:21:38+00:00
results/figures/figure_2_peak_marginal_burden_map.png,entire generated artifact,147d62b980e84d22b509ad1ad21752f88862cee94e3f69746195876d2b662a32,scripts/make_analysis_figures.py,8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1,35ca1236f57a2b672f3b7f725be801fb59e043fe,make figures,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/model.yml=8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1;results/canonical/finite_q_sensitivity.csv=56dcd9ae68e16c8939195e3a1d89274467192685b9aec8a84f86a240bde46c88;results/canonical/matched_event_allocations.csv=1721c3be6e249a678fcf4e5a6d42d1f85118ce7c0cb670ef17f0da5346ff4b78;results/canonical/natural_redistribution_summary.csv=9d32dd46ce6d41c9c417cfb990ab08a35b443306aaa5b82cae1933a2128b47b1;results/canonical/one_unit_allocations.csv=b6277c4652dd4601e1a8ddd959f38621eef393d3216010f9a1ff87ce18f806cd;results/canonical/safety_ablation.csv=7f822eaa7c10e0fe9bbe8ce09a3bca12bc4de4aad82fae5d6d8c6e9db5f9744a;results/canonical/seasonal_day_night_summary.csv=7418ebe2c0b6020d94bc5bba9bfd76af79c123211bdbf75761a24e24b148208d;results/canonical/source_hotspot_robustness.csv=e1c561bee217c38f9db1984230e3565d62d2c3100be950379ed4435c9dca0d16;results/diagnostics/extended_analysis_validation.csv=c8a8e44d082ddbbbe24f6f1b86d8c57eb18f7f375238064b9dee4c19b69272a9;results/diagnostics/global_analysis_validation.csv=2feaa356dc49914f35414c79440b2e9705892424bab5f95cbe64bc3ce160f899;results/diagnostics/surface_radiation_context.csv=89d5f204adc15d491af32aa71dd7ef3593ec117ab4141c28fd09daa624d533bf;results/diagnostics/synthetic_validation.csv=f0b31ea29a4b29fa04a9fcbcfe104176fbda9d53f9428a5eeda2bd6a4d19ad78;results/diagnostics/wind_trajectory_7d.csv=2c9215b3ac59a0119730c029ea0b1bb45397b9210a5c41a5d31acff89094ac07,71014d62aa8de80f0cc518bbb93b3130cd48bb9627797e7dbf3237be7dc64a04,2026-09-25T05:21:38+00:00
results/figures/figure_2_peak_marginal_burden_map.svg,entire generated artifact,147d62b980e84d22b509ad1ad21752f88862cee94e3f69746195876d2b662a32,scripts/make_analysis_figures.py,8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1,35ca1236f57a2b672f3b7f725be801fb59e043fe,make figures,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/model.yml=8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1;results/canonical/finite_q_sensitivity.csv=56dcd9ae68e16c8939195e3a1d89274467192685b9aec8a84f86a240bde46c88;results/canonical/matched_event_allocations.csv=1721c3be6e249a678fcf4e5a6d42d1f85118ce7c0cb670ef17f0da5346ff4b78;results/canonical/natural_redistribution_summary.csv=9d32dd46ce6d41c9c417cfb990ab08a35b443306aaa5b82cae1933a2128b47b1;results/canonical/one_unit_allocations.csv=b6277c4652dd4601e1a8ddd959f38621eef393d3216010f9a1ff87ce18f806cd;results/canonical/safety_ablation.csv=7f822eaa7c10e0fe9bbe8ce09a3bca12bc4de4aad82fae5d6d8c6e9db5f9744a;results/canonical/seasonal_day_night_summary.csv=7418ebe2c0b6020d94bc5bba9bfd76af79c123211bdbf75761a24e24b148208d;results/canonical/source_hotspot_robustness.csv=e1c561bee217c38f9db1984230e3565d62d2c3100be950379ed4435c9dca0d16;results/diagnostics/extended_analysis_validation.csv=c8a8e44d082ddbbbe24f6f1b86d8c57eb18f7f375238064b9dee4c19b69272a9;results/diagnostics/global_analysis_validation.csv=2feaa356dc49914f35414c79440b2e9705892424bab5f95cbe64bc3ce160f899;results/diagnostics/surface_radiation_context.csv=89d5f204adc15d491af32aa71dd7ef3593ec117ab4141c28fd09daa624d533bf;results/diagnostics/synthetic_validation.csv=f0b31ea29a4b29fa04a9fcbcfe104176fbda9d53f9428a5eeda2bd6a4d19ad78;results/diagnostics/wind_trajectory_7d.csv=2c9215b3ac59a0119730c029ea0b1bb45397b9210a5c41a5d31acff89094ac07,fcec6a135290d6dd03980006c4b512f16a685b5fd2f64510ba223ffd6ef87725,2026-09-25T05:21:38+00:00
results/figures/figure_3_seasonal_day_night.png,entire generated artifact,147d62b980e84d22b509ad1ad21752f88862cee94e3f69746195876d2b662a32,scripts/make_analysis_figures.py,8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1,35ca1236f57a2b672f3b7f725be801fb59e043fe,make figures,python=3.10.12;platform=Linux-6.8.0-1061-aws-x86_64-with-glibc2.35;pip_freeze_sha256=b801e3f3cbd3d0d08d669bf129285247ca793ef0155741b942a8dc34bf46c824,config/model.yml=8607e5c5213f42cd35a117af220f6fc2df8914ff502e39aa38f847b0589e36f1;results/canonical/finite_q_sensitivity.csv=56dcd9ae68e16c8939195e3a1d89274467192685b9aec8a84f86a240bde46c88;results/canonical/matched_event_allocations.csv=1721c3be6e249a678fcf4e5a6d42d1f85118ce7c0cb670ef17f0da5346ff4b78;results/canonical/natural_redistribution_summary.csv=9d32dd46ce6d41c9c417cfb990ab08a35b443306aaa5b82cae1933a2128b47b1;results/canonical/one_unit_allocations.csv=b6277c4652dd4601e1a8ddd959f38621eef393d3216010f9a1ff87ce18f806cd;results/canonical/safety_ablation.csv=7f822eaa7c10e0fe9bbe8ce09a3bca12bc4de4aad82fae5d6d8c6e9db5f9744a;results/canonical/seasonal_day_night_summary.csv=7418ebe2c0b6020d94bc5bba9bfd76af79c123211bdbf75761a24e24b148208d;results/canonical/source_hotspot_robustness.csv=e1c561bee217c38f9db1984230e3565d62d2c3100be950379ed4435c9dca0d16;results/diagnostics/extended_analysis_validation.csv=c8a8e44d082ddbbbe24f6f1b86d8c57eb18f7f375238064b9dee4c19b69272a9;results/diagnostics/global_analysis_validation.csv=2feaa356dc49914f35414c79440b2e9705892424bab5f95cbe64bc3ce160f899;results/diagnostics/surface_radiation_context.csv=89d5f204adc15d491af32aa71dd7ef3593ec117ab4141c28fd09daa624d533bf;results/diagnostics/synthetic_validation.csv=f0b31ea29a4b29fa04a9fcbcfe104176fbda9d53f9428a5eeda2bd6a4d19ad78;results/diagnostics/wind_trajectory_7d.csv=2c9215b3ac59a0119730c029ea0b1bb45397b9210a5c41a5d31acff89094ac07,300ebac263bb8ed984ee89da85466e61cc7fa8a1f64ec775dec02d89ffbd9e80,2026-09-25T05:21:38+00:00
