scenario_id,boiler_efficiency,grid_factor_basis,grid_co2e_kg_per_mwh,electricity_price_multiplier,natural_gas_price_multiplier,load_factor,heat_pump_lifetime_years,real_discount_rate,baseline_operational_co2e_kg_per_mwh,pathway_operational_co2e_kg_per_mwh,avoided_operational_co2e_kg_per_mwh,lcoh_usd2025_per_mwh_th,baseline_fuel_only_lcoh_usd2025_per_mwh_th,incremental_npc_usd2025,annual_operating_savings_usd2025
C_be0.70_average_ep0.75_gp0.75_lf0.25_life40_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.25,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,77.0909081864514,40.47355715471877,1130221.5851566452,10455.2997319407
C_be0.70_average_ep0.75_gp0.75_lf0.25_life40_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.25,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,85.75863899846435,40.47355715471877,1155736.294920255,10455.2997319407
C_be0.70_average_ep0.75_gp0.75_lf0.50_life15_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.5,15,0.01,281.41956019561877,132.17184173394196,149.2477184616768,59.80301623885801,40.47355715471877,1864547.109142318,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life15_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.5,15,0.03,281.41956019561877,132.17184173394196,149.2477184616768,62.6530067845505,40.47355715471877,1691617.460665985,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life15_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.5,15,0.05,281.41956019561877,132.17184173394196,149.2477184616768,65.80120580945582,40.47355715471877,1563513.165441175,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life15_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.5,15,0.07,281.41956019561877,132.17184173394196,149.2477184616768,69.25194842660754,40.47355715471877,1468926.6287339956,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life25_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.5,25,0.01,281.41956019561877,132.17184173394196,149.2477184616768,48.39492047484258,40.47355715471877,764105.9697900261,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life25_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.5,25,0.03,281.41956019561877,132.17184173394196,149.2477184616768,51.9012938607927,40.47355715471877,871588.7576347813,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life25_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.5,25,0.05,281.41956019561877,132.17184173394196,149.2477184616768,55.84620570211881,40.47355715471877,948976.3032963099,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life25_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.5,25,0.07,281.41956019561877,132.17184173394196,149.2477184616768,60.18007110812529,40.47355715471877,1005873.567851349,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life40_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.5,40,0.01,281.41956019561877,132.17184173394196,149.2477184616768,48.39492047484258,40.47355715471877,764105.9697900261,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life40_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.5,40,0.03,281.41956019561877,132.17184173394196,149.2477184616768,51.9012938607927,40.47355715471877,871588.7576347813,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life40_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.5,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,55.84620570211881,40.47355715471877,948976.3032963099,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.50_life40_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.5,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,60.18007110812529,40.47355715471877,1005873.567851349,23315.097853822983
C_be0.70_average_ep0.75_gp0.75_lf0.75_life15_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.75,15,0.01,281.41956019561877,132.17184173394196,149.2477184616768,51.40251189850074,40.47355715471877,1581333.7728255428,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life15_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.75,15,0.03,281.41956019561877,132.17184173394196,149.2477184616768,53.30250559562907,40.47355715471877,1467687.8966896283,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life15_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.75,15,0.05,281.41956019561877,132.17184173394196,149.2477184616768,55.401304945565954,40.47355715471877,1382267.8835808397,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life15_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.75,15,0.07,281.41956019561877,132.17184173394196,149.2477184616768,57.7018000236671,40.47355715471877,1319063.9016650901,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life25_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.75,25,0.01,281.41956019561877,132.17184173394196,149.2477184616768,43.79711472249046,40.47355715471877,480892.63347325195,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life25_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.75,25,0.03,281.41956019561877,132.17184173394196,149.2477184616768,46.13469697979054,40.47355715471877,647659.1936584255,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life25_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.75,25,0.05,281.41956019561877,132.17184173394196,149.2477184616768,48.764638207341285,40.47355715471877,767731.0214359746,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life25_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.75,25,0.07,281.41956019561877,132.17184173394196,149.2477184616768,51.6538818113456,40.47355715471877,856010.8407824435,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life40_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.75,40,0.01,281.41956019561877,132.17184173394196,149.2477184616768,43.79711472249046,40.47355715471877,480892.63347325195,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life40_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.75,40,0.03,281.41956019561877,132.17184173394196,149.2477184616768,46.13469697979054,40.47355715471877,647659.1936584255,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life40_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.75,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,48.764638207341285,40.47355715471877,767731.0214359746,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.75_life40_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.75,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,51.6538818113456,40.47355715471877,856010.8407824435,36174.895975705236
C_be0.70_average_ep0.75_gp0.75_lf0.95_life15_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.95,15,0.01,281.41956019561877,132.17184173394196,149.2477184616768,47.865457439402945,40.47355715471877,1354763.1037721206,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life15_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.95,15,0.03,281.41956019561877,132.17184173394196,149.2477184616768,49.36545246345163,40.47355715471877,1288544.2455085441,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life15_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.95,15,0.05,281.41956019561877,132.17184173394196,149.2477184616768,51.02239931866496,40.47355715471877,1237271.6580925714,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life15_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.95,15,0.07,281.41956019561877,132.17184173394196,149.2477184616768,52.83857964348165,40.47355715471877,1199173.7200099644,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life25_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.95,25,0.01,281.41956019561877,132.17184173394196,149.2477184616768,41.861196510973784,40.47355715471877,254321.9644198306,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life25_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.95,25,0.03,281.41956019561877,132.17184173394196,149.2477184616768,43.70665618778963,40.47355715471877,468515.54247734044,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life25_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.95,25,0.05,281.41956019561877,132.17184173394196,149.2477184616768,45.78292557796127,40.47355715471877,622734.7959477063,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life25_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.95,25,0.07,281.41956019561877,132.17184173394196,149.2477184616768,48.063907370596255,40.47355715471877,736120.6591273178,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life40_dr0.01,0.7,average,409.73270937522005,0.75,0.75,0.95,40,0.01,281.41956019561877,132.17184173394196,149.2477184616768,41.861196510973784,40.47355715471877,254321.9644198306,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life40_dr0.03,0.7,average,409.73270937522005,0.75,0.75,0.95,40,0.03,281.41956019561877,132.17184173394196,149.2477184616768,43.70665618778963,40.47355715471877,468515.54247734044,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life40_dr0.05,0.7,average,409.73270937522005,0.75,0.75,0.95,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,45.78292557796127,40.47355715471877,622734.7959477063,46462.73447321111
C_be0.70_average_ep0.75_gp0.75_lf0.95_life40_dr0.07,0.7,average,409.73270937522005,0.75,0.75,0.95,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,48.063907370596255,40.47355715471877,736120.6591273178,46462.73447321111
C_be0.70_average_ep0.75_gp1.00_lf0.25_life15_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.25,15,0.01,281.41956019561877,132.17184173394196,149.2477184616768,85.00452925992978,53.96474287295836,1497070.9662463348,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life15_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.25,15,0.03,281.41956019561877,132.17184173394196,149.2477184616768,90.70451035131477,53.96474287295836,1401063.4439639954,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life15_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.25,15,0.05,281.41956019561877,132.17184173394196,149.2477184616768,97.0009084011254,53.96474287295836,1328343.035523157,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life15_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.25,15,0.07,281.41956019561877,132.17184173394196,149.2477184616768,103.90239363542885,53.96474287295836,1274476.1214826072,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life25_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.25,25,0.01,281.41956019561877,132.17184173394196,149.2477184616768,62.18833773189895,53.96474287295836,396629.82689404394,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life25_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.25,25,0.03,281.41956019561877,132.17184173394196,149.2477184616768,69.20108450379917,53.96474287295836,581034.7409327917,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life25_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.25,25,0.05,281.41956019561877,132.17184173394196,149.2477184616768,77.0909081864514,53.96474287295836,713806.173378292,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life25_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.25,25,0.07,281.41956019561877,132.17184173394196,149.2477184616768,85.75863899846435,53.96474287295836,811423.0605999606,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life40_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.25,40,0.01,281.41956019561877,132.17184173394196,149.2477184616768,62.18833773189895,53.96474287295836,396629.82689404394,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life40_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.25,40,0.03,281.41956019561877,132.17184173394196,149.2477184616768,69.20108450379917,53.96474287295836,581034.7409327917,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life40_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.25,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,77.0909081864514,53.96474287295836,713806.173378292,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.25_life40_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.25,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,85.75863899846435,53.96474287295836,811423.0605999606,40000.996454885404
C_be0.70_average_ep0.75_gp1.00_lf0.50_life15_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.5,15,0.01,281.41956019561877,132.17184173394196,149.2477184616768,59.80301623885801,53.96474287295836,563168.1507168021,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life15_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.5,15,0.03,281.41956019561877,132.17184173394196,149.2477184616768,62.6530067845505,53.96474287295836,662650.2993092942,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life15_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.5,15,0.05,281.41956019561877,132.17184173394196,149.2477184616768,65.80120580945582,53.96474287295836,730682.3418844687,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life15_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.5,15,0.07,281.41956019561877,132.17184173394196,149.2477184616768,69.25194842660754,53.96474287295836,780300.1600934067,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life25_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.5,25,0.01,281.41956019561877,132.17184173394196,149.2477184616768,48.39492047484258,53.96474287295836,-537272.9886354897,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life25_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.5,25,0.03,281.41956019561877,132.17184173394196,149.2477184616768,51.9012938607927,53.96474287295836,-157378.4037219095,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life25_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.5,25,0.05,281.41956019561877,132.17184173394196,149.2477184616768,55.84620570211881,53.96474287295836,116145.47973960359,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life25_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.5,25,0.07,281.41956019561877,132.17184173394196,149.2477184616768,60.18007110812529,53.96474287295836,317247.0992107601,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life40_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.5,40,0.01,281.41956019561877,132.17184173394196,149.2477184616768,48.39492047484258,53.96474287295836,-537272.9886354897,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life40_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.5,40,0.03,281.41956019561877,132.17184173394196,149.2477184616768,51.9012938607927,53.96474287295836,-157378.4037219095,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life40_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.5,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,55.84620570211881,53.96474287295836,116145.47973960359,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.50_life40_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.5,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,60.18007110812529,53.96474287295836,317247.0992107601,82406.49129971239
C_be0.70_average_ep0.75_gp1.00_lf0.75_life15_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.75,15,0.01,281.41956019561877,132.17184173394196,149.2477184616768,51.40251189850074,53.96474287295836,-370734.6648127325,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life15_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.75,15,0.03,281.41956019561877,132.17184173394196,149.2477184616768,53.30250559562907,53.96474287295836,-75762.84534540772,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life15_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.75,15,0.05,281.41956019561877,132.17184173394196,149.2477184616768,55.401304945565954,53.96474287295836,133021.64824578073,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life15_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.75,15,0.07,281.41956019561877,132.17184173394196,149.2477184616768,57.7018000236671,53.96474287295836,286124.1987042059,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life25_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.75,25,0.01,281.41956019561877,132.17184173394196,149.2477184616768,43.79711472249046,53.96474287295836,-1471175.8041650234,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life25_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.75,25,0.03,281.41956019561877,132.17184173394196,149.2477184616768,46.13469697979054,53.96474287295836,-895791.5483766105,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life25_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.75,25,0.05,281.41956019561877,132.17184173394196,149.2477184616768,48.764638207341285,53.96474287295836,-481515.21389908437,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life25_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.75,25,0.07,281.41956019561877,132.17184173394196,149.2477184616768,51.6538818113456,53.96474287295836,-176928.86217844067,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life40_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.75,40,0.01,281.41956019561877,132.17184173394196,149.2477184616768,43.79711472249046,53.96474287295836,-1471175.8041650234,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life40_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.75,40,0.03,281.41956019561877,132.17184173394196,149.2477184616768,46.13469697979054,53.96474287295836,-895791.5483766105,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life40_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.75,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,48.764638207341285,53.96474287295836,-481515.21389908437,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.75_life40_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.75,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,51.6538818113456,53.96474287295836,-176928.86217844067,124811.98614453938
C_be0.70_average_ep0.75_gp1.00_lf0.95_life15_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.95,15,0.01,281.41956019561877,132.17184173394196,149.2477184616768,47.865457439402945,53.96474287295836,-1117856.9172363617,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life15_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.95,15,0.03,281.41956019561877,132.17184173394196,149.2477184616768,49.36545246345163,53.96474287295836,-666493.3610691689,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life15_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.95,15,0.05,281.41956019561877,132.17184173394196,149.2477184616768,51.02239931866496,53.96474287295836,-345106.90666517057,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life15_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.95,15,0.07,281.41956019561877,132.17184173394196,149.2477184616768,52.83857964348165,53.96474287295836,-109216.57040715497,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life25_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.95,25,0.01,281.41956019561877,132.17184173394196,149.2477184616768,41.861196510973784,53.96474287295836,-2218298.0565886516,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life25_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.95,25,0.03,281.41956019561877,132.17184173394196,149.2477184616768,43.70665618778963,53.96474287295836,-1486522.0641003726,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life25_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.95,25,0.05,281.41956019561877,132.17184173394196,149.2477184616768,45.78292557796127,53.96474287295836,-959643.7688100357,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life25_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.95,25,0.07,281.41956019561877,132.17184173394196,149.2477184616768,48.063907370596255,53.96474287295836,-572269.6312898016,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life40_dr0.01,0.7,average,409.73270937522005,0.75,1.0,0.95,40,0.01,281.41956019561877,132.17184173394196,149.2477184616768,41.861196510973784,53.96474287295836,-2218298.0565886516,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life40_dr0.03,0.7,average,409.73270937522005,0.75,1.0,0.95,40,0.03,281.41956019561877,132.17184173394196,149.2477184616768,43.70665618778963,53.96474287295836,-1486522.0641003726,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life40_dr0.05,0.7,average,409.73270937522005,0.75,1.0,0.95,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,45.78292557796127,53.96474287295836,-959643.7688100357,158736.382020401
C_be0.70_average_ep0.75_gp1.00_lf0.95_life40_dr0.07,0.7,average,409.73270937522005,0.75,1.0,0.95,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,48.063907370596255,53.96474287295836,-572269.6312898016,158736.382020401
C_be0.70_average_ep0.75_gp1.25_lf0.25_life15_dr0.01,0.7,average,409.73270937522005,0.75,1.25,0.25,15,0.01,281.41956019561877,132.17184173394196,149.2477184616768,85.00452925992978,67.45592859119795,846381.4870335772,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life15_dr0.03,0.7,average,409.73270937522005,0.75,1.25,0.25,15,0.03,281.41956019561877,132.17184173394196,149.2477184616768,90.70451035131477,67.45592859119795,886579.8632856505,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life15_dr0.05,0.7,average,409.73270937522005,0.75,1.25,0.25,15,0.05,281.41956019561877,132.17184173394196,149.2477184616768,97.0009084011254,67.45592859119795,911927.6237448044,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life15_dr0.07,0.7,average,409.73270937522005,0.75,1.25,0.25,15,0.07,281.41956019561877,132.17184173394196,149.2477184616768,103.90239363542885,67.45592859119795,930162.8871623131,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life25_dr0.01,0.7,average,409.73270937522005,0.75,1.25,0.25,25,0.01,281.41956019561877,132.17184173394196,149.2477184616768,62.18833773189895,67.45592859119795,-254059.65231871372,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life25_dr0.03,0.7,average,409.73270937522005,0.75,1.25,0.25,25,0.03,281.41956019561877,132.17184173394196,149.2477184616768,69.20108450379917,67.45592859119795,66551.16025444679,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life25_dr0.05,0.7,average,409.73270937522005,0.75,1.25,0.25,25,0.05,281.41956019561877,132.17184173394196,149.2477184616768,77.0909081864514,67.45592859119795,297390.7615999393,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life25_dr0.07,0.7,average,409.73270937522005,0.75,1.25,0.25,25,0.07,281.41956019561877,132.17184173394196,149.2477184616768,85.75863899846435,67.45592859119795,467109.8262796665,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life40_dr0.01,0.7,average,409.73270937522005,0.75,1.25,0.25,40,0.01,281.41956019561877,132.17184173394196,149.2477184616768,62.18833773189895,67.45592859119795,-254059.65231871372,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life40_dr0.03,0.7,average,409.73270937522005,0.75,1.25,0.25,40,0.03,281.41956019561877,132.17184173394196,149.2477184616768,69.20108450379917,67.45592859119795,66551.16025444679,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life40_dr0.05,0.7,average,409.73270937522005,0.75,1.25,0.25,40,0.05,281.41956019561877,132.17184173394196,149.2477184616768,77.0909081864514,67.45592859119795,297390.7615999393,69546.69317783008
C_be0.70_average_ep0.75_gp1.25_lf0.25_life40_dr0.07,0.7,average,409.73270937522005,0.75,1.25,0.25,40,0.07,281.41956019561877,132.17184173394196,149.2477184616768,85.75863899846435,67.45592859119795,467109.8262796665,69546.69317783008
